election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,validated_votes,votes_disq,candidateID,candidate_name,candidate_party,candidate_votes,candidate_share,candidate_rank,outcome
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,NLFVkUN1Ih,Haji Ghulam Ahmed Bilour,Awami National Party,44210,0.500537787,1,Win
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,YDdR7JJToy,Ayub Shah,Pakistan Peoples Party Parliamentarians,37682,0.426628927,2,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,YjcqElajmi,Haji Abdul Jalil Jan,Jamiat Ulema-e Islam (Fazl),4103,0.046453439,3,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,yz2MD4YdZ4,Saifullah,Independents,661,0.007483725,4,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,ywaect63jO,Abdullah Jan,Independents,313,0.003543731,5,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,hBBq75E9aS,Aurangzeb,Independents,261,0.002954996,6,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,jjXJcFo3ZH,Jawad Aziz,Awami Himayat Tehreek Pakistan,247,0.00279649,7,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,msMHrIvSAj,Kakagi Muhammad Zahoor,Pakistan Peoples Party (Shaheed Bhutto),232,0.002626663,8,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,Vp4tib3s1u,Fakhri Alam Khan Paracha,Independents,184,0.002083215,9,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,jeqmvt3bAR,Ashoni Kumar,Independents,156,0.001766204,10,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,NURPYx51wJ,Muhammad Zunbair Anjum,Muttahida Qaumi Movement,151,0.001709595,11,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,WhQBW1GxI3,Mian Sultan Mohammad,Independents,71,0.000803849,12,Loss
2/18/2008,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,387083,88325,629,AVXyiehkrN,Khawaja Yawar Naseer,Independents,54,0.000611378,13,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,4pIsRMOwxO,Maulana Mohammad Qasim,Jamiat Ulema-e Islam (Fazl),29279,0.31170753,1,Win
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,P3XKhDN1RN,Nawabzada Abdul Qadir Khan,Pakistan Peoples Party Parliamentarians,23138,0.246329753,2,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,S6fVZkglIm,Mohammad Farooq Khan,Awami National Party,21115,0.224792667,3,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,yvi3ZF6Fi4,Naseem Mhammad Khan,Pakistan Muslim League (Qaid-e-Azam),6774,0.072116767,4,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,5JBgCwQEa5,Jalal Khan Khattak,Qaumi Watan Party,6012,0.064004429,5,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,35ZIpM1R4B,Muhammad Shoaib Khan,Pakistan Muslim League (Nawaz),3782,0.040263598,6,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,ZfBSPJb9wx,Atta Ullah,Independents,1898,0.020206322,7,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,tUDPcaGgRh,Tahir Iqbal,Awami Himayat Tehreek Pakistan,1732,0.018439067,8,Loss
2/18/2008,General Election,Contested,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),National,256037,93931,2928,2Wrh4ruk8p,Zair Ullah Khan,Muttahida Qaumi Movement,201,0.002139869,9,Loss
2/18/2008,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,329185,149802,8388,y65tyzFDky,Haji Mudassar Qayyum Nahra,Independents,57320,0.382638416,1,Win
2/18/2008,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,329185,149802,8388,AEsHsStZp4,Chaudhry Bilal Ijaz,Pakistan Muslim League (Qaid-e-Azam),53285,0.355702861,2,Loss
2/18/2008,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,329185,149802,8388,nZyYrdqFKW,Tariq Yaqoob Fateh Muhammad,Pakistan Peoples Party Parliamentarians,32511,0.217026475,3,Loss
2/18/2008,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,329185,149802,8388,YsNHmKLr0j,Chaudhry Ashfaq Ahmed Mattu,Pakistan Muslim League (Nawaz),6315,0.042155645,4,Loss
2/18/2008,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,329185,149802,8388,SHZBnEZbPM,Hafiz Muhammad-E Amal Pakistan,Jamiat Ulema-e Islam (Fazl),205,0.001368473,5,Loss
2/18/2008,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,329185,149802,8388,5KhzTN5BFJ,Muhammad Nawaz Malhi,Independents,166,0.001108129,6,Loss
2/18/2008,General Election,Contested,NA-101,Gujranwalla 7,Punjab,National,377640,161010,4892,xBAH9yYSZX,Justice Iftikhar Ahmad Cheema,Pakistan Muslim League (Nawaz),71792,0.445885349,1,Win
2/18/2008,General Election,Contested,NA-101,Gujranwalla 7,Punjab,National,377640,161010,4892,1uEMxjXfqx,Hamid Nasir Chatha,Pakistan Muslim League (Qaid-e-Azam),48813,0.303167505,2,Loss
2/18/2008,General Election,Contested,NA-101,Gujranwalla 7,Punjab,National,377640,161010,4892,gpew7TEGUs,Asma Shahnawaz Cheema,Pakistan Peoples Party Parliamentarians,37554,0.233240171,3,Loss
2/18/2008,General Election,Contested,NA-101,Gujranwalla 7,Punjab,National,377640,161010,4892,QiJiGI6BKF,Muhammad Ahmad Chatha,Independents,2352,0.014607788,4,Loss
2/18/2008,General Election,Contested,NA-101,Gujranwalla 7,Punjab,National,377640,161010,4892,Th1ESz7PXn,Jauhara Sarwar Cheema,Independents,499,0.003099186,5,Loss
2/18/2008,General Election,Contested,NA-102,Hafizabad 1,Punjab,National,204649,120688,4556,HGNlzwgWm6,Saira Afzal Tarar,Pakistan Muslim League (Nawaz),56313,0.466599828,1,Win
2/18/2008,General Election,Contested,NA-102,Hafizabad 1,Punjab,National,204649,120688,4556,tPbL8tHyYl,Ch. Shoukat Ali Bhatti,Pakistan Muslim League (Qaid-e-Azam),42808,0.354699722,2,Loss
2/18/2008,General Election,Contested,NA-102,Hafizabad 1,Punjab,National,204649,120688,4556,LRaOYiAb2X,Malik Shoukat Hayyat Awan,Pakistan Peoples Party Parliamentarians,21567,0.178700451,3,Loss
2/18/2008,General Election,Contested,NA-103,Hafizabad 2,Punjab,National,198007,121383,4100,G167tgHBRp,Ch. Liaqat Abbas Bhatti,Pakistan Muslim League (Qaid-e-Azam),56791,0.467866176,1,Win
2/18/2008,General Election,Contested,NA-103,Hafizabad 2,Punjab,National,198007,121383,4100,AldSYTHkq0,Mian Shahid Hussain Khan,Pakistan Muslim League (Nawaz),54411,0.448258817,2,Loss
2/18/2008,General Election,Contested,NA-103,Hafizabad 2,Punjab,National,198007,121383,4100,S5iEOWQWyE,Mushtaq Ahmad Mohal,Pakistan Peoples Party Parliamentarians,10181,0.083875007,3,Loss
2/18/2008,General Election,Contested,NA-104,Gujrat 1,Punjab,National,311343,170348,3586,B92X9AaC10,Chaudhary Wajahat Hussain,Pakistan Muslim League (Qaid-e-Azam),96379,0.565777115,1,Win
2/18/2008,General Election,Contested,NA-104,Gujrat 1,Punjab,National,311343,170348,3586,pfhKIgC9y0,Nawabzada Ghazanfar Ali Gul,Pakistan Peoples Party Parliamentarians,63374,0.372026675,2,Loss
2/18/2008,General Election,Contested,NA-104,Gujrat 1,Punjab,National,311343,170348,3586,Rh4oWNRdb3,Syed Faisal Abbas,Pakistan Muslim League (Nawaz),8927,0.05240449,3,Loss
2/18/2008,General Election,Contested,NA-104,Gujrat 1,Punjab,National,311343,170348,3586,I2163jdQsK,Shabbir Ahmed,Independents,843,0.004948693,4,Loss
2/18/2008,General Election,Contested,NA-104,Gujrat 1,Punjab,National,311343,170348,3586,iSPkMkG9A9,Chaudhary Shaukat Mehmood,Independents,825,0.004843027,5,Loss
2/18/2008,General Election,Contested,NA-105,Gujrat 2,Punjab,National,332332,146179,3638,jGjAIWJCRx,Ch. Ahmed Mukhtar,Pakistan Peoples Party Parliamentarians,79735,0.545461386,1,Win
2/18/2008,General Election,Contested,NA-105,Gujrat 2,Punjab,National,332332,146179,3638,FhsfEdFVoB,Ch. Shujaat Hussain,Pakistan Muslim League (Qaid-e-Azam),65738,0.449708919,2,Loss
2/18/2008,General Election,Contested,NA-105,Gujrat 2,Punjab,National,332332,146179,3638,zZuIOty4Me,Ch. Muhammad Gul Nawaz,Independents,444,0.003037372,3,Loss
2/18/2008,General Election,Contested,NA-105,Gujrat 2,Punjab,National,332332,146179,3638,gGTTerq4ZZ,Alhaj Mirza Saeed Baig,Independents,262,0.001792323,4,Loss
2/18/2008,General Election,Contested,NA-106,Gujrat 3,Punjab,National,322310,172429,6456,JyHIkBZKXJ,Qamar Zaman Kaira,Pakistan Peoples Party Parliamentarians,89555,0.519373191,1,Win
2/18/2008,General Election,Contested,NA-106,Gujrat 3,Punjab,National,322310,172429,6456,CSzmykPksv,Syed Noor-Ul-Hassan Shah,Pakistan Muslim League (Qaid-e-Azam),71016,0.411856474,2,Loss
2/18/2008,General Election,Contested,NA-106,Gujrat 3,Punjab,National,322310,172429,6456,1TMNad64WM,Col(R) Mian Muhammad Akram,Pakistan Muslim League (Nawaz),10506,0.060929426,3,Loss
2/18/2008,General Election,Contested,NA-106,Gujrat 3,Punjab,National,322310,172429,6456,uRDTGaeBOm,Syed Faiz-Ul-Hassan Shah,Independents,626,0.00363048,4,Loss
2/18/2008,General Election,Contested,NA-106,Gujrat 3,Punjab,National,322310,172429,6456,GxPDhbV1rz,Ch. Jamshaid Nasar,Independents,389,0.002256001,5,Loss
2/18/2008,General Election,Contested,NA-106,Gujrat 3,Punjab,National,322310,172429,6456,6dIfDnmlW8,Muhammad Asif Chaudhary,Independents,337,0.001954428,6,Loss
2/18/2008,General Election,Contested,NA-107,Gujrat 4,Punjab,National,321304,163552,6175,SJbEtvBIel,Muhammad Jamil Malik,Pakistan Muslim League (Nawaz),75205,0.459823176,1,Win
2/18/2008,General Election,Contested,NA-107,Gujrat 4,Punjab,National,321304,163552,6175,WAHUGt6sNn,Rehman Naseer Ch.,Pakistan Muslim League (Qaid-e-Azam),69101,0.422501712,2,Loss
2/18/2008,General Election,Contested,NA-107,Gujrat 4,Punjab,National,321304,163552,6175,LpATpu816s,Raja Masood Ahmad,Pakistan Peoples Party Parliamentarians,14948,0.091396009,3,Loss
2/18/2008,General Election,Contested,NA-107,Gujrat 4,Punjab,National,321304,163552,6175,6nZQUSURFH,Col(R) Raja Javed Mujtiba,Independents,3351,0.020488896,4,Loss
2/18/2008,General Election,Contested,NA-107,Gujrat 4,Punjab,National,321304,163552,6175,hXOOOOv2eY,Ali Asghar,Independents,510,0.003118274,5,Loss
2/18/2008,General Election,Contested,NA-107,Gujrat 4,Punjab,National,321304,163552,6175,VjVeU53HPJ,Shaukat Elahi Ch.,Independents,271,0.001656965,6,Loss
2/18/2008,General Election,Contested,NA-107,Gujrat 4,Punjab,National,321304,163552,6175,P6pzrl4B8w,Maj.(R) Tariq Javed Akhtar,Independents,166,0.001014968,7,Loss
2/18/2008,General Election,Contested,NA-108,M.b. Din 1,Punjab,National,338597,182659,5054,6HFzAKyTwW,Muhammad Tariq Tarar,Pakistan Peoples Party Parliamentarians,73951,0.404858233,1,Win
2/18/2008,General Election,Contested,NA-108,M.b. Din 1,Punjab,National,338597,182659,5054,RQm8ufITUp,Ijaz Ahmed Chaudhary,Independents,67769,0.371013747,2,Loss
2/18/2008,General Election,Contested,NA-108,M.b. Din 1,Punjab,National,338597,182659,5054,eCIhoCy8ZU,Zafarullah Tarar,Pakistan Muslim League (Qaid-e-Azam),39789,0.217832135,3,Loss
2/18/2008,General Election,Contested,NA-108,M.b. Din 1,Punjab,National,338597,182659,5054,7InEkiiNUo,Shahzad Akhtar Tarar,Independents,953,0.005217372,4,Loss
2/18/2008,General Election,Contested,NA-108,M.b. Din 1,Punjab,National,338597,182659,5054,9Dm3DAZimj,Syed Muhammad Mafooz Mushadi,Markazi Jamiat Ulema e Pakistan,197,0.001078512,5,Loss
2/18/2008,General Election,Contested,NA-109,M.b. Din 2,Punjab,National,309950,165013,4725,0Eg1hAvUZf,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,74163,0.449437317,1,Win
2/18/2008,General Election,Contested,NA-109,M.b. Din 2,Punjab,National,309950,165013,4725,fGsKN7NqR7,Nasir Iqbal Busal,Pakistan Muslim League (Qaid-e-Azam),67489,0.408992019,2,Loss
2/18/2008,General Election,Contested,NA-109,M.b. Din 2,Punjab,National,309950,165013,4725,0ZTnHZDItk,Imtiaz Ahmad Gondal,Pakistan Muslim League (Nawaz),21239,0.128711071,3,Loss
2/18/2008,General Election,Contested,NA-109,M.b. Din 2,Punjab,National,309950,165013,4725,PLRKDLxWDd,Ch.manzoor Hussain Dhudra,Independents,1301,0.007884227,4,Loss
2/18/2008,General Election,Contested,NA-109,M.b. Din 2,Punjab,National,309950,165013,4725,sC7FoPNRyx,Furrkah Sohail Gondal,Independents,821,0.004975366,5,Loss
2/18/2008,General Election,Contested,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),National,265000,80109,3283,CtUOi9IpQl,Abdul Akbar Khan,Pakistan Peoples Party Parliamentarians,49060,0.612415584,1,Win
2/18/2008,General Election,Contested,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),National,265000,80109,3283,n2Cp8sO39V,Hajji Naseem-Ur-Rehman,Awami National Party,26546,0.331373504,2,Loss
2/18/2008,General Election,Contested,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),National,265000,80109,3283,yUqqpNCHlv,Abdul Subhan,Pakistan Muslim League (Nawaz),2842,0.035476663,3,Loss
2/18/2008,General Election,Contested,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),National,265000,80109,3283,IxeP5fg5FU,Syed Naveed Ali Shah,Independents,1224,0.015279182,4,Loss
2/18/2008,General Election,Contested,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),National,265000,80109,3283,KNzzdBKltq,Engineer Afridi,Muttahida Qaumi Movement,437,0.005455067,5,Loss
2/18/2008,General Election,Contested,NA-110,Sialkot 1,Punjab,National,275969,114825,3295,p04Z97cKal,Khawaja Muhammad Asif,Pakistan Muslim League (Nawaz),73007,0.635811017,1,Win
2/18/2008,General Election,Contested,NA-110,Sialkot 1,Punjab,National,275969,114825,3295,sRVKeDVyyF,Zahid Pervaiz Aka Zahid Bashir,Pakistan Peoples Party Parliamentarians,32157,0.280052253,2,Loss
2/18/2008,General Election,Contested,NA-110,Sialkot 1,Punjab,National,275969,114825,3295,Vs9FM5mk4V,Mian Muhammad Riaz.,Pakistan Muslim League (Qaid-e-Azam),9498,0.082717178,3,Loss
2/18/2008,General Election,Contested,NA-110,Sialkot 1,Punjab,National,275969,114825,3295,TC8SP9cudy,Prof.muhammad Sagheer Choudhary.,Muttahida Qaumi Movement,163,0.001419551,4,Loss
2/18/2008,General Election,Contested,NA-111,Sialkot 2,Punjab,National,307465,163783,7536,5erihjqSiN,Dr. Fardos Ashiq Awan,Pakistan Peoples Party Parliamentarians,78925,0.48188762,1,Win
2/18/2008,General Election,Contested,NA-111,Sialkot 2,Punjab,National,307465,163783,7536,jDPPJKlh9h,Ch. Amir Hussain,Pakistan Muslim League (Qaid-e-Azam),46372,0.283130728,2,Loss
2/18/2008,General Election,Contested,NA-111,Sialkot 2,Punjab,National,307465,163783,7536,znpbMm4Xgu,Adrees Bajwa.,Pakistan Muslim League (Nawaz),38193,0.2331927,3,Loss
2/18/2008,General Election,Contested,NA-111,Sialkot 2,Punjab,National,307465,163783,7536,1pLocBbiCC,Ch.manzoor Hussain.,Independents,293,0.001788952,4,Loss
2/18/2008,General Election,Contested,NA-112,Sialkot 3,Punjab,National,302932,164695,4979,CtOpgqySxk,Rana Abdul Sattar Bin Rana Shamim Ahmed Khan,Pakistan Muslim League (Nawaz),92182,0.55971341,1,Win
2/18/2008,General Election,Contested,NA-112,Sialkot 3,Punjab,National,302932,164695,4979,aQj4FKfAYF,Ch. Shujat Hussain,Pakistan Muslim League (Qaid-e-Azam),42713,0.259346064,2,Loss
2/18/2008,General Election,Contested,NA-112,Sialkot 3,Punjab,National,302932,164695,4979,M3mfd2oAvQ,Lt.col.(R) Sultan Sikandar Ghumman.,Pakistan Peoples Party Parliamentarians,29477,0.178979325,3,Loss
2/18/2008,General Election,Contested,NA-112,Sialkot 3,Punjab,National,302932,164695,4979,fz5f3m3o2F,Rana Abdul Rahim Bin Rana Shamim Ahmed Khan,Independents,149,0.000904703,4,Loss
2/18/2008,General Election,Contested,NA-112,Sialkot 3,Punjab,National,302932,164695,4979,rBHHDMrUL6,Sheikh Shafiq Ur Rehman,Independents,126,0.000765051,5,Loss
2/18/2008,General Election,Contested,NA-112,Sialkot 3,Punjab,National,302932,164695,4979,1TLMbvXeqU,Ch. Adrees Ahmed Cheema,Independents,48,0.000291448,6,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,KVrGjEAdHQ,Sahabzada Syden Murtaza Amin,Pakistan Muslim League (Nawaz),77819,0.500720656,1,Win
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,3L6AsXvosP,Ali Asjad Malhi,Pakistan Muslim League (Qaid-e-Azam),39186,0.252139447,2,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,DJhNZt7cBS,Dr.zaheer-Ul-Hassan Rizvi,Pakistan Peoples Party Parliamentarians,31996,0.205875919,3,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,VGWB7Ud57V,Mirza Abdul Qayyum,Independents,4522,0.029096478,4,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,BT7X4Gz7gX,Munawar Ahmed Gill,Independents,1513,0.009735288,5,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,w1w38VNL2j,Ahmed Jalal Sahi,Independents,172,0.001106721,6,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,m85Adjzx6M,Ch.abdul Sattar,Independents,87,0.000559795,7,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,J3APUGvdav,Agha Abdul Rauf Chaudhry,Independents,69,0.000443975,8,Loss
2/18/2008,General Election,Contested,NA-113,Sialkot 4,Punjab,National,292273,155414,5996,f6YU01tr2x,Ch. Shah Nawaz Bhalli,Independents,50,0.000321721,9,Loss
2/18/2008,General Election,Contested,NA-114,Sialkot 5,Punjab,National,305217,175113,6008,9YDIT1q5cH,Zahid Hamid,Pakistan Muslim League (Nawaz),62362,0.356124331,1,Win
2/18/2008,General Election,Contested,NA-114,Sialkot 5,Punjab,National,305217,175113,6008,pEimnE0Xsc,Ch. Abdul Sattar,Pakistan Muslim League (Qaid-e-Azam),56343,0.32175224,2,Loss
2/18/2008,General Election,Contested,NA-114,Sialkot 5,Punjab,National,305217,175113,6008,UKNAVkA0Ev,Ghulam Abbas,Pakistan Peoples Party Parliamentarians,55797,0.318634253,3,Loss
2/18/2008,General Election,Contested,NA-114,Sialkot 5,Punjab,National,305217,175113,6008,sfa1OBvNCJ,Mufti Muhammad Younas,Jamiat Ulema-e Islam (Fazl),410,0.002341345,4,Loss
2/18/2008,General Election,Contested,NA-114,Sialkot 5,Punjab,National,305217,175113,6008,kOSF5ntuVq,Abbas Ali,Independents,201,0.00114783,5,Loss
2/18/2008,General Election,Contested,NA-115,Narowal 1,Punjab,National,202087,111256,3594,eJpWTiduQE,Sumaira Naz,Pakistan Muslim League (Nawaz),59688,0.536492414,1,Win
2/18/2008,General Election,Contested,NA-115,Narowal 1,Punjab,National,202087,111256,3594,TVGAYiFL8k,Muhammad Naseer Khan,Pakistan Muslim League (Qaid-e-Azam),40205,0.361373769,2,Loss
2/18/2008,General Election,Contested,NA-115,Narowal 1,Punjab,National,202087,111256,3594,RsCa1CwbHW,Tariq Ashrif Kahloon,Pakistan Peoples Party Parliamentarians,10960,0.098511541,3,Loss
2/18/2008,General Election,Contested,NA-115,Narowal 1,Punjab,National,202087,111256,3594,S9nmrszqHm,Muhammad Farooq Akbar,Independents,171,0.001536996,4,Loss
2/18/2008,General Election,Contested,NA-115,Narowal 1,Punjab,National,202087,111256,3594,HrVkqxG92S,Muhammad Jabran Khan,Independents,149,0.001339254,5,Loss
2/18/2008,General Election,Contested,NA-115,Narowal 1,Punjab,National,202087,111256,3594,Pw70q5pYBD,Muhammad Akbar Kahloon,Independents,83,0.000746027,6,Loss
2/18/2008,General Election,Contested,NA-116,Narowal 2,Punjab,National,224956,114350,6537,p4nx05ZGkY,Ch. Muhammad Tariq Anees,Independents,45097,0.394376913,1,Win
2/18/2008,General Election,Contested,NA-116,Narowal 2,Punjab,National,224956,114350,6537,q8qYOF9akA,Daniyal Aziz,Pakistan Muslim League (Qaid-e-Azam),37138,0.324774814,2,Loss
2/18/2008,General Election,Contested,NA-116,Narowal 2,Punjab,National,224956,114350,6537,9wrO2AM6F1,Dr.hafiz Shabbir Ahmed,Pakistan Muslim League (Nawaz),22369,0.195618714,3,Loss
2/18/2008,General Election,Contested,NA-116,Narowal 2,Punjab,National,224956,114350,6537,NR8rSzVDxo,Gulzar Ahmed Chaudhary,Pakistan Peoples Party Parliamentarians,9553,0.083541758,4,Loss
2/18/2008,General Election,Contested,NA-116,Narowal 2,Punjab,National,224956,114350,6537,NWvIEwtuyk,Surraya Asghar,Independents,193,0.001687801,5,Loss
2/18/2008,General Election,Contested,NA-117,Narowal 3,Punjab,National,213474,113809,4247,Y4dXnnZkyt,Ahsan Iqbal,Pakistan Muslim League (Nawaz),66633,0.585480937,1,Win
2/18/2008,General Election,Contested,NA-117,Narowal 3,Punjab,National,213474,113809,4247,nKsTHyOh4Z,Rifat Javed Kahloon,Pakistan Muslim League (Qaid-e-Azam),36231,0.318349164,2,Loss
2/18/2008,General Election,Contested,NA-117,Narowal 3,Punjab,National,213474,113809,4247,2bvKq5Q4h6,Ibne Saeed Ch.,Pakistan Peoples Party Parliamentarians,10604,0.093173651,3,Loss
2/18/2008,General Election,Contested,NA-117,Narowal 3,Punjab,National,213474,113809,4247,IATHodOyVR,Nadir Zia Kahloon,Independents,211,0.001853983,4,Loss
2/18/2008,General Election,Contested,NA-117,Narowal 3,Punjab,National,213474,113809,4247,l7N79aq4dR,Mujtba Jamal,Independents,130,0.001142265,5,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,lbei28WrkT,Muhammad Riaz,Pakistan Muslim League (Nawaz),55900,0.601366252,1,Win
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,VAKi429SuD,Syed Asif Hashmi,Pakistan Peoples Party Parliamentarians,24712,0.265849067,2,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,nS7OK1xlHY,Mian Muhammad Azhar,Pakistan Muslim League (Qaid-e-Azam),11075,0.119143672,3,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,0UPYedzOU4,Inam Ullah Khan,Independents,248,0.002667958,4,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,NgY754M0d6,Ch. Muhammad Sagheer Anwar,Independents,189,0.002033242,5,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,GmyNHNe6Kk,Jahangir Ashraf Vaince,Independents,177,0.001904147,6,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,KAZT2RiZlr,Dr. Asad Ashraf,Independents,128,0.00137701,7,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,eGypqDFqyu,Muhammad Safdar Sheikh,Independents,113,0.001215642,8,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,c8krNgkFRI,Ch. Wahid Ahmad,Independents,98,0.001054274,9,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,A6of9QsZ3H,Rana Farhat Ali,Muttahida Qaumi Movement,93,0.001000484,10,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,Gb98Etx3oq,Rana Farhat Ali Advocate,Muttahida Qaumi Movement,93,0.001000484,10,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,6MHCKF9EMT,Shahid Naeem Advocate,Independents,88,0.000946695,11,Loss
2/18/2008,General Election,Contested,NA-118,Lahore 1,Punjab,National,250850,92955,1758,HDq0KBmmbT,Rana Ahsan Sharafat,Independents,41,0.000441074,12,Loss
2/18/2008,General Election,Contested,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),National,283709,108846,3041,KZin4iEeFU,Usman Khan Tarkai,Independents,49872,0.458188633,1,Win
2/18/2008,General Election,Contested,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),National,283709,108846,3041,vSBsl1SArX,Asfandiyar Wali Khan,Awami National Party,49574,0.45545082,2,Loss
2/18/2008,General Election,Contested,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),National,283709,108846,3041,N5MxKPAMbE,Umar Farooq Khan Shawa,Pakistan Peoples Party Parliamentarians,7163,0.065808574,3,Loss
2/18/2008,General Election,Contested,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),National,283709,108846,3041,2D4tXYdOUU,Said Mukhtar Ahmed,Jamiat Ulema-e Islam (Fazl),1462,0.013431821,4,Loss
2/18/2008,General Election,Contested,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),National,283709,108846,3041,vhJ4pWxTEB,Raziq Dad,Pakistan Awami Party,775,0.007120151,5,Loss
2/18/2008,General Election,Contested,NA-120,Lahore 3,Punjab,National,268552,96275,1160,uhHpHp5QtS,Bilal Yaseen,Pakistan Muslim League (Nawaz),65946,0.684975331,1,Win
2/18/2008,General Election,Contested,NA-120,Lahore 3,Punjab,National,268552,96275,1160,N6DPkd4pQ8,Jahangir Badar,Pakistan Peoples Party Parliamentarians,24380,0.253232927,2,Loss
